83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
83.149.9.216	17/05/2015	200
24.236.252.67	17/05/2015	200
93.114.45.13	17/05/2015	200
93.114.45.13	17/05/2015	200
93.114.45.13	17/05/2015	200
93.114.45.13	17/05/2015	200
93.114.45.13	17/05/2015	200
93.114.45.13	17/05/2015	200
66.249.73.135	17/05/2015	200
50.16.19.13	17/05/2015	200
66.249.73.185	17/05/2015	200
110.136.166.128	17/05/2015	200
46.105.14.53	17/05/2015	200
110.136.166.128	17/05/2015	200
110.136.166.128	17/05/2015	200
110.136.166.128	17/05/2015	200
110.136.166.128	17/05/2015	200
123.125.71.35	17/05/2015	200
110.136.166.128	17/05/2015	200
50.150.204.184	17/05/2015	200
207.241.237.225	17/05/2015	200
200.49.190.101	17/05/2015	200
200.49.190.100	17/05/2015	200
200.49.190.101	17/05/2015	200
200.49.190.101	17/05/2015	200
66.249.73.185	17/05/2015	200
66.249.73.135	17/05/2015	200
66.249.73.135	17/05/2015	200
66.249.73.135	17/05/2015	200
67.214.178.190	17/05/2015	200
67.214.178.190	17/05/2015	200
207.241.237.220	17/05/2015	200
46.105.14.53	17/05/2015	200
207.241.237.227	17/05/2015	200
91.177.205.119	17/05/2015	200
91.177.205.119	17/05/2015	200
91.177.205.119	17/05/2015	200
91.177.205.119	17/05/2015	200
91.177.205.119	17/05/2015	200
91.177.205.119	17/05/2015	200
66.249.73.185	17/05/2015	404
207.241.237.228	17/05/2015	200
207.241.237.101	17/05/2015	200
87.169.99.232	17/05/2015	200
209.85.238.199	17/05/2015	200
209.85.238.199	17/05/2015	200
81.220.24.207	17/05/2015	200
81.220.24.207	17/05/2015	200
81.220.24.207	17/05/2015	200
81.220.24.207	17/05/2015	200
81.220.24.207	17/05/2015	200
81.220.24.207	17/05/2015	200
66.249.73.135	17/05/2015	200
46.105.14.53	17/05/2015	200
218.30.103.62	17/05/2015	200
218.30.103.62	17/05/2015	200
218.30.103.62	17/05/2015	200
74.125.40.20	17/05/2015	200
71.212.224.97	17/05/2015	200
71.212.224.97	17/05/2015	200
71.212.224.97	17/05/2015	200
71.212.224.97	17/05/2015	200
71.212.224.97	17/05/2015	200
218.30.103.62	17/05/2015	304
108.174.55.234	17/05/2015	200
218.30.103.62	17/05/2015	200
121.107.188.202	17/05/2015	200
218.30.103.62	17/05/2015	200
218.30.103.62	17/05/2015	200
218.30.103.62	17/05/2015	200
198.46.149.143	17/05/2015	200
198.46.149.143	17/05/2015	200
218.30.103.62	17/05/2015	200
218.30.103.62	17/05/2015	200
66.249.73.135	17/05/2015	200
86.1.76.62	17/05/2015	200
86.1.76.62	17/05/2015	200
86.1.76.62	17/05/2015	200
86.1.76.62	17/05/2015	200
86.1.76.62	17/05/2015	200
86.1.76.62	17/05/2015	200
66.249.73.135	17/05/2015	200
107.170.41.69	17/05/2015	200
50.16.19.13	17/05/2015	200
46.105.14.53	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
50.180.79.170	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
208.115.111.72	17/05/2015	200
105.235.130.196	17/05/2015	200
174.37.205.76	17/05/2015	200
54.255.13.204	17/05/2015	200
105.235.130.196	17/05/2015	200
54.255.13.204	17/05/2015	200
54.255.13.204	17/05/2015	200
54.255.13.204	17/05/2015	200
105.235.130.196	17/05/2015	200
54.255.13.204	17/05/2015	200
54.255.13.204	17/05/2015	200
105.235.130.196	17/05/2015	200
105.235.130.196	17/05/2015	200
105.235.130.196	17/05/2015	200
134.76.249.10	17/05/2015	200
134.76.249.10	17/05/2015	200
134.76.249.10	17/05/2015	200
134.76.249.10	17/05/2015	200
134.76.249.10	17/05/2015	200
134.76.249.10	17/05/2015	200
134.76.249.10	17/05/2015	301
134.76.249.10	17/05/2015	200
66.249.73.135	17/05/2015	200
207.241.237.220	17/05/2015	200
68.184.202.186	17/05/2015	200
68.184.202.186	17/05/2015	200
68.184.202.186	17/05/2015	200
68.184.202.186	17/05/2015	200
68.184.202.186	17/05/2015	200
68.184.202.186	17/05/2015	200
46.105.14.53	17/05/2015	200
66.249.73.135	17/05/2015	200
24.233.162.179	17/05/2015	200
123.125.71.117	17/05/2015	200
220.181.108.153	17/05/2015	200
65.19.138.34	17/05/2015	200
66.249.73.135	17/05/2015	200
97.116.185.190	17/05/2015	200
97.116.185.190	17/05/2015	200
97.116.185.190	17/05/2015	200
97.116.185.190	17/05/2015	200
97.116.185.190	17/05/2015	200
97.116.185.190	17/05/2015	200
5.255.72.168	17/05/2015	200
5.255.72.168	17/05/2015	200
46.105.14.53	17/05/2015	200
5.102.173.71	17/05/2015	200
5.102.173.71	17/05/2015	200
208.91.156.11	17/05/2015	404
66.249.73.185	17/05/2015	304
74.125.176.81	17/05/2015	200
66.249.73.135	17/05/2015	200
187.45.193.158	17/05/2015	200
90.220.199.149	17/05/2015	200
90.220.199.149	17/05/2015	200
90.220.199.149	17/05/2015	200
90.220.199.149	17/05/2015	200
90.220.199.149	17/05/2015	200
90.220.199.149	17/05/2015	200
36.38.8.174	17/05/2015	200
36.38.8.174	17/05/2015	200
36.38.8.174	17/05/2015	200
36.38.8.174	17/05/2015	200
36.38.8.174	17/05/2015	200
36.38.8.174	17/05/2015	200
71.207.12.53	17/05/2015	200
220.241.45.142	17/05/2015	200
220.241.45.142	17/05/2015	200
209.85.238.199	17/05/2015	200
46.105.14.53	17/05/2015	200
66.249.73.135	17/05/2015	200
146.1.1.2	17/05/2015	200
146.1.1.2	17/05/2015	200
146.1.1.2	17/05/2015	200
146.1.1.2	17/05/2015	200
146.1.1.2	17/05/2015	200
146.1.1.2	17/05/2015	200
178.255.215.83	17/05/2015	200
212.201.44.247	17/05/2015	200
212.201.44.247	17/05/2015	200
82.193.99.33	17/05/2015	200
82.193.99.33	17/05/2015	200
50.16.19.13	17/05/2015	200
82.193.99.33	17/05/2015	200
66.249.73.135	17/05/2015	200
85.170.84.143	17/05/2015	200
85.170.84.143	17/05/2015	200
85.170.84.143	17/05/2015	200
85.170.84.143	17/05/2015	200
